,title,author,name,timeRange,update_Interval,Raum,metadatacreated,license
357,Recyclinghof,"Entsorgungslogistik, ERZ Entsorgung + Recycling Zürich, Tiefbau- und Entsorgungsdepartement",geo_recyclinghof,Laufende Nachführung,['woechentlich'],Stadt Zürich,"['2019-11-18', '09:03:07.535493']",cc-zero
358,Sonderabfallsammlung,"Entsorgungslogistik, ERZ Entsorgung + Recycling Zürich, Tiefbau- und Entsorgungsdepartement",geo_sonderabfallsammlung,Laufende Nachführung,['woechentlich'],Stadt Zürich,"['2019-11-18', '09:06:07.570446']",cc-zero
359,Historische Gemeindegrenzen (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_historische_gemeindegrenzen__ogd_,29.01.2019,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:03:11.177169']",cc-zero
360,Gemeindegrenzen für A4-Darstellungen (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_gemeindegrenzen_fuer_a4_darstellungen__ogd_,28.01.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:06:47.980184']",cc-zero
361,Generalisierte Gemeindegrenzen (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_generalisierte_gemeindegrenzen__ogd_,28.01.2019,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:06:25.170724']",cc-zero
362,Musikschule,"Musikförderung, Musikschule Konservatorium Zürich, Schul- und Sportdepartement",geo_musikschule,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:08:22.446064']",cc-zero
363,3D-Blockmodell LoD1 Jahresendstand 2018,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2018,09.01.2019,['keines'],Stadt Zürich,"['2019-11-18', '09:19:09.003376']",cc-zero
364,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2018,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2018,09.01.2019,['keines'],Stadt Zürich,"['2019-11-18', '09:10:24.861826']",cc-zero
365,Nutzungsplanung - kommunale Bau- und Zonenordnung (BZO) Jahresendstand 2018,"Raumentwicklung & Architektur, Amt für Städtebau, Hochbaudepartement",geo_nutzungsplanung___kommunale_bau__und_zonenordnung__bzo__jahresendstand_2018,08.01.2019,['keines'],Stadt Zürich,"['2019-11-18', '09:09:34.853590']",cc-zero
366,Hinweisflächen für anthropogene Böden (OGD) (kantonaler Datensatz),"Fachstelle Bodenschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_hinweisflaechen_fuer_anthropogene_boeden__ogd_,06.01.2019,['halbjaehrlich'],Kanton Zürich,"['2021-10-28', '03:09:20.817230']",cc-zero
367,stark verkehrserzeugende Einrichtungen (OGD) (kantonaler Datensatz),"Mobilitätsentwicklung und -steuerung, Amt für Mobilität, Kanton Zürich",ktzh_stark_verkehrserzeugende_einrichtungen__ogd_,01.01.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:10:50.185551']",cc-zero
368,Veloprüfstrecken,"STA-PR-S1, Stadtpolizei, Sicherheitsdepartement",geo_velopruefstrecken,Laufende Nachführung,['taeglich'],Stadt Zürich,"['2019-11-18', '09:07:35.428891']",cc-zero
369,Waldreservate (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_waldreservate__ogd_,31.12.2018,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:07:23.335849']",cc-zero
370,Dachstrukturen 2D,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_dachstrukturen_2d,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2020-03-03', '03:01:57.974772']",cc-zero
371,3D-Dachmodell LoD2,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_dachmodell_lod2,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:57:26.171478']",cc-zero
372,Normalisiertes Digitales Oberflächenmodell Gebäude (nDOM Geb) - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_normalisiertes_digitales_oberflaechenmodell_gebaeude__ndom_geb____2017_2018__ogd_,31.12.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:04:03.776478']",cc-zero
373,Fruchtfolgeflächen (OGD) (kantonaler Datensatz),"Fachstelle Bodenschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_fruchtfolgeflaechen__ogd_,31.12.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:06:11.354627']",cc-zero
374,Landwirtschaftliche Nutzungseignung (OGD) (kantonaler Datensatz),"Fachstelle Bodenschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_landwirtschaftliche_nutzungseignung__ogd_,31.12.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:18.724091']",cc-zero
375,Digitales Oberflächenmodell (DOM) - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_digitales_oberflaechenmodell__dom____2017_2018__ogd_,31.12.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:12:06.374717']",cc-zero
376,Normalisiertes Digitales Oberflächenmodell Vegetation (nDOM Veg) - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_normalisiertes_digitales_oberflaechenmodell_vegetation__ndom_veg____2017_2018__ogd_,31.12.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:08:51.326023']",cc-zero
377,Orthofoto Sommer RGB/Infrarot 2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_sommer_rgb_infrarot_2018__ogd_,31.12.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:09:42.496706']",cc-zero
378,Orthofoto 2018 Kanton Zürich - Sommer - inkl. Infrarot - 1m,"Amt für Raumentwicklung, Baudirektion",geo_orthofoto_2018_kanton_zuerich___sommer___inkl-_infrarot___1m,31.12.2018,['keines'],Stadt Zürich und angrenzende Gemeinden,"['2020-09-23', '02:02:30.663399']",cc-zero
379,LIDAR Laserscanning-Punktwolke - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_lidar_laserscanning_punktwolke___2017_2018__ogd_,31.12.2018,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:41.794796']",cc-zero
380,Behindertengängigkeit Badeanstalten,"Sportamt, Schul- und Sportdepartement",behindertengaengigkeit-badeanstalten,Stand 2018,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2015-07-08', '13:36:57.629624']",cc-zero
381,Hydrometrische Stationen (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_hydrometrische_stationen__ogd_,13.12.2018,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:09:34.015716']",cc-zero
382,Eichenförderung (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_eichenfoerderung__ogd_,19.11.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:11:50.297448']",cc-zero
383,Nutzungsplanung - kommunale Bau- und Zonenordnung 1999 (BZO99),"Raumentwicklung & Architektur, Amt für Städtebau, Hochbaudepartement",geo_nutzungsplanung___kommunale_bau__und_zonenordnung_1999__bzo99_,25.10.2018,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:04:22.373497']",cc-zero
384,Wasserfassungen (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_wasserfassungen__ogd_,23.10.2018,['halbjaehrlich'],Kanton Zürich,"['2021-10-28', '03:10:52.260805']",cc-zero
385,Gebietseinteilung der römisch-katholischen Kirchgemeinden,"Informatik Kirchgemeinde, Informatik Kirchgemeinden, Verband der stadtzürcherischen evangelisch-reformierten Kirchgemeinden",geo_gebietseinteilung_der_roemisch_katholischen_kirchgemeinden,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:05:40.728889']",cc-zero
386,Gebietseinteilung der evangelisch-reformierten Kirchenkreise der Stadt Zürich,"Informatik Kirchgemeinde, Informatik Kirchgemeinden, Verband der stadtzürcherischen evangelisch-reformierten Kirchgemeinden",geo_gebietseinteilung_der_evangelisch_reformierten_kirchenkreise_der_stadt_zuerich,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:02:16.361441']",cc-zero
387,Grundwasserschutzzonen (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_grundwasserschutzzonen__ogd_,23.10.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:09:08.518760']",cc-zero
388,Badeplätze (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_badeplaetze__ogd_,23.10.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:10:35.171951']",cc-zero
389,Gebiets- und Bezirkseinteilung der evangelisch-reformierten Kirchgemeinden,"Informatik Kirchgemeinde, Informatik Kirchgemeinden, Verband der stadtzürcherischen evangelisch-reformierten Kirchgemeinden",geo_gebiets__und_bezirkseinteilung_der_evangelisch_reformierten_kirchgemeinden,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:17:27.127966']",cc-zero
390,Kantonaler Richtplan (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_kantonaler_richtplan__ogd_,22.10.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:06:54.146139']",cc-zero
391,Veloverleih,"AOZ / DIR / KOM, AOZ, Asyl Organisation Zürich",geo_veloverleih,Laufende Nachführung,['taeglich'],Schweiz,"['2019-11-18', '08:56:16.720500']",cc-zero
392,Zürich 2040 ein räumliches Konzept für die wachsende Stadt,"Raumentwicklung & Architektur, Amt für Städtebau, Hochbaudepartement",geo_zuerich_2040_ein_raeumliches_konzept_fuer_die_wachsende_stadt,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:09:29.548989']",cc-zero
393,Historischer Übersichtsplan der Stadt Zürich um 2018,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2018,02.09.2018,['keines'],Stadt Zürich,"['2019-11-18', '09:08:45.198255']",cc-zero
394,Linked Open Statistical Data (LOSD) der Stadt Zürich - SPARQL Endpoint,"Statistik Stadt Zürich, Präsidialdepartement",stadt_zuerich_losd,,['laufende Nachfuehrung'],Stadt Zürich,"['2018-08-22', '13:24:49.141951']",cc-zero
395,Daten zur ZüriZahlen App (Nachführung eingestellt),"Statistik Stadt Zürich, Präsidialdepartement",daten-zur-zuerizahlen-app,2017 - 2018,['keine Nachfuehrung'],Stadt Zürich,"['2015-07-08', '13:35:32.789836']",cc-zero
396,Grundwasservorkommen (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_grundwasservorkommen__ogd_,05.07.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:01:33.079837']",cc-zero
397,Klimamodell ZH: Analysekarten (Vektor) (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_klimamodell_zh__analysekarten__vektor___ogd_,21.06.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:05:46.595612']",cc-zero
398,Abfallgefässe,"Stadtreinigung, ERZ Entsorgung + Recycling Zürich, Tiefbau- und Entsorgungsdepartement",geo_abfallgefaesse,Laufende Nachführung,['monatlich'],Stadt Zürich,"['2019-11-18', '09:03:48.462545']",cc-zero
399,Reinigungsregionsgrenzen,"Stadtreinigung, ERZ Entsorgung + Recycling Zürich, Tiefbau- und Entsorgungsdepartement",geo_reinigungsregionsgrenzen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:56:47.833907']",cc-zero
400,Klimamodell ZH: Analysekarten (Raster) (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_klimamodell_zh__analysekarten__raster___ogd_,08.06.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:03:04.195044']",cc-zero
401,Klimamodell ZH: Planhinweiskarten (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_klimamodell_zh__planhinweiskarten__ogd_,08.06.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:08:30.415028']",cc-zero
402,Klimamodell ZH: Szenarienkarten (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_klimamodell_zh__szenarienkarten__ogd_,08.06.2018,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:08:16.193864']",cc-zero
403,Kinostandorte zwischen 1907 und 2018,"Stadtarchiv Zürich, Präsidialdepartement",kinostandorte-zwischen-1907-und-2018,1907-2018,['keines'],Stadt Zürich,"['2018-05-22', '15:24:09.305697']",cc-zero
404,Historischer Übersichtsplan der Stadt Zürich um 1859-1867 (Altstadtkataster),"Stadtarchäologie, Amt für Städtebau, Hochbaudepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1859_1867__altstadtkataster_,Laufende Nachführung,['keines'],Stadt Zürich,"['2021-02-03', '03:23:32.265560']",cc-zero
405,Beteiligung am Urnengang der Stadt- und Gemeinderatswahlen seit 2006 nachStadtquartier,"Stadtkanzlei, Allgemeine Verwaltung",politik_gemeinderatswahlen_btg_urnengang_quartier_od7005,2006 - 2018,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:25:02.608238']",cc-zero
406,"Gemeinderatswahlen Wahlbeteiligung, seit 1892","Statistik Stadt Zürich, Präsidialdepartement",politik_gemeinderatswahlen_wahbeteiligung_seit1892_od7002,1892–2018,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:25:42.397583']",cc-zero
407,"Gemeinderatswahlen Stimmenanteil nach Partei und Wahlkreis, seit 1913","Statistik Stadt Zürich, Präsidialdepartement",politik_gemeinderatswahlen_stimmant_seit1913_od7000,1913–2018,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:33:34.671476']",cc-zero
408,Beteiligung am Urnengang der Stadt- und Gemeinderatswahlen seit 2006 nach Alter und Geschlecht,"Stadtkanzlei, Allgemeine Verwaltung",politik_gemeinderatswahlen_btg_urnengang_alter_geschl_od7004,2006 - 2018,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:37:27.886082']",cc-zero
409,Denkmalpflege-Inventar,"Archäologie & Denkmalpflege, Amt für Städtebau, Hochbaudepartement",geo_denkmalpflege_inventar,Laufende Nachführung,['woechentlich'],Stadt Zürich,"['2019-11-18', '08:57:58.976042']",cc-zero
410,Gemeinderatswahlen 2018: Resultate aller Kandidierenden und Herkunft der Stimmen,"Stadtkanzlei, Allgemeine Verwaltung",politik_gemeinderatswahlen_2018_resultate,04.03.2018,['keines'],Stadt Zürich,"['2019-07-29', '13:37:14.716949']",cc-zero
411,Gemeinderatswahlen 2018: Alle Kandidierenden,"Stadtkanzlei, Allgemeine Verwaltung",politik-gemeinderatswahlen-2018-alle-kandidierenden,2018,['keines'],Stadt Zürich,"['2018-01-17', '08:48:16.135852']",cc-zero
412,Masterplan Velo,"Stab, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_masterplan_velo,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2020-11-24', '03:02:45.734275']",cc-zero
413,3D-Blockmodell LoD1 Jahresendstand 2017,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2017,03.01.2018,['keines'],Stadt Zürich,"['2019-11-18', '09:05:59.509207']",cc-zero
414,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2017,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2017,03.01.2018,['keines'],Stadt Zürich,"['2019-11-18', '09:17:12.010324']",cc-zero
415,Landpreiszonen zur Gebührenordnung,"Fachstelle Konzessionen, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_landpreiszonen_zur_gebuehrenordnung,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:59:38.183764']",cc-zero
416,Wasserpegel (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_wasserpegel__ogd_,01.11.2017,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:10:18.205769']",cc-zero
417,Zürich Glasfasernetz Leistungsdaten,"Elektrizitätswerk der Stadt Zürich, Departement der Industriellen Betriebe",ewz_leistungsdaten_zuerinet,2017,['taeglich'],Stadt Zürich,"['2019-07-29', '13:24:28.512305']",cc-zero
418,Zürich Glasfasernetz Versorgungszonen,"Elektrizitätswerk der Stadt Zürich, Departement der Industriellen Betriebe",ewz_gebiete_zuerinet,2017,['taeglich'],Stadt Zürich,"['2020-09-12', '11:08:27.617180']",cc-zero
419,Risikokarte Naturgefahren (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_risikokarte_naturgefahren__ogd_,Laufende Nachführung,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:04:15.959119']",cc-zero
420,"Endenergieverbrauch Stadt Zürich, ohne Klimakorrektur, 1990 - 2016","Fachbereich 2000-Watt-Gesellschaft, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_endenergiebilanz,1990 - 2016,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-07-29', '13:26:51.349019']",cc-zero
421,"Primärenergiebilanz Stadt Zürich, ohne Klimakorrektur, 1990 - 2016","Fachbereich 2000-Watt-Gesellschaft, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_primaerenergiebilanz,1990 - 2016,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-07-29', '13:36:27.258683']",cc-zero
422,"Treibhausgasemissionen Stadt Zürich, ohne Klimakorrektur, 1990 - 2016","Fachbereich 2000-Watt-Gesellschaft, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_treibhausgasbilanz,1990 - 2016,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-07-29', '13:37:19.331302']",cc-zero
423,Erholungs- und Sporteinrichtungen,"Wald, Landwirtschaft und Pachten, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_erholungs__und_sporteinrichtungen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:58:30.360305']",cc-zero
424,Wassertemperaturen Freibäder,"Abteilung Badeanlagen, Sportamt, Schul- und Sportdepartement",wassertemperaturen-freibaeder,tagesaktuell,['taeglich'],Stadt Zürich,"['2015-07-08', '13:36:41.397727']",cc-zero
425,Gemeindewahlen und -Abstimmungen von Uster 1966 - 2016,"Stadtkanzlei, Stadt Uster",gemeindewahlen-und-abstimmungen-von-uster-1966-2016,1966 - 2016,['sporadisch oder unregelmaessig'],Stadt Uster,"['2017-06-07', '08:08:19.095450']",cc-zero
426,Ausnahmetransportrouten,"Kunstbauten + Objektmanagement, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_ausnahmetransportrouten,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:58:36.855137']",cc-zero
427,Bildarchiv des Lebensmittelverein Zürich (LVZ),Schweizerisches Sozialarchiv,sozialarchiv-lvz,1870 - 1990,['   '],Kanton Zürich,"['2017-05-19', '14:31:54.690001']",cc-by
428,Fotosammlung: Wandervogel - Schweizerischer Bund für alkoholfreie Jugendwanderungen,Schweizerisches Sozialarchiv,sozialarchiv-wandervogel,1900 - 1930,['keines'],Schweiz,"['2017-05-18', '08:47:11.646606']",cc-by
429,Bildarchiv des Schweizerischen Arbeiterhilfswerks (SAH) - Oeuvre suisse d'entraide ouvrière (OSEO),Schweizerisches Arbeiterhilfswerk (SAH),sozialarchiv-sah,1936 - 1970,['sporadisch oder unregelmaessig'],Europa,"['2017-05-18', '09:31:50.752960']",cc-by
430,Stromabgabe nach Statistischer Zone,"Elektrizitätswerk der Stadt Zürich, Departement der Industriellen Betriebe",ewz_stromverbrauch_statz,2016,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:37:17.474720']",cc-zero
431,"Repertoire des Schauspielhaus Zürich, 1938-1968","Stadtarchiv Zürich, Präsidialdepartement",prd_sar_schauspielhaus_repertoire,1938-1968,['keines'],Stadt Zürich,"['2019-07-29', '13:36:53.660921']",cc-zero
432,Schutzwald (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_schutzwald__ogd_,26.04.2017,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:14.342354']",cc-zero
433,Lebensraum- und Vegetationskartierungen (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_lebensraum__und_vegetationskartierungen__ogd_,03.02.2017,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:10:31.321965']",cc-zero
434,Daten der Bevölkerungsbefragung 2015,"Stadtentwicklung, Präsidialdepartement",prd_stez_bevoelkerungsbefragung,Telefonische Befragung: 24.3.-2.6.2015,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-07-29', '13:36:59.370781']",cc-zero
435,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2016,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2016,04.01.2017,['keines'],Stadt Zürich,"['2019-11-18', '09:09:21.695729']",cc-zero
436,Stromanlagen (OGD) (kantonaler Datensatz),"Abteilung Energie, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_stromanlagen__ogd_,Laufende Nachführung,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:59.522430']",cc-zero
437,Wärme (OGD) (kantonaler Datensatz),"Abteilung Energie, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_waerme__ogd_,01.01.2017,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:08:21.870421']",cc-zero
438,3D-Blockmodell LoD1 Jahresendstand 2016,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2016,31.12.2016,['keines'],Stadt Zürich,"['2019-11-18', '08:58:57.814574']",cc-zero
439,Gebietseignung für leitungsgebundene Energieversorgung,"Energiebeauftragte, Departementssekretariat DIB, Departement der Industriellen Betriebe",geo_gebietseignung_fuer_leitungsgebundene_energieversorgung,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:15:28.134345']",cc-zero
440,Einsatz Luft-Wasser-Wärmepumpen,"Energiebeauftragte, Departementssekretariat DIB, Departement der Industriellen Betriebe",geo_einsatz_luft_wasser_waermepumpen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:18:47.981336']",cc-zero
441,Energieplankarte 2016,"Energiebeauftragte, Departementssekretariat DIB, Departement der Industriellen Betriebe",geo_energieplankarte_2016,21.12.2016,['keines'],Stadt Zürich,"['2019-11-18', '09:07:09.795764']",cc-zero
442,Ehgraben,"Strassen, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_ehgraben,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:08:37.775740']",cc-zero
443,Gebietseinteilung Parkierungsgebühren,"Recht+Qualität, Dienstabteilung Verkehr, Sicherheitsdepartement",geo_gebietseinteilung_parkierungsgebuehren,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-20', '03:02:47.410746']",cc-zero
444,Historischer Übersichtsplan der Stadt Zürich um 2016,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2016,21.09.2016,['keines'],Stadt Zürich,"['2019-11-18', '09:08:01.984653']",cc-zero
445,Historischer Übersichtsplan der Stadt Zürich um 2017,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2017,21.09.2016,['keines'],Stadt Zürich,"['2019-11-18', '09:11:03.494676']",cc-zero
446,Historische Bilder,"Kompetenzzentren, Amt für Städtebau, Hochbaudepartement",geo_historische_bilder,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:14:42.516332']",cc-zero
447,Orthofoto Frühjahr Infrarot 2015/16 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_fruehjahr_infrarot_2015_16__ogd_,17.08.2016,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:05:51.327692']",cc-zero
448,Orthofoto Frühjahr 2015/16 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_fruehjahr_2015_16__ogd_,17.08.2016,['jaehrlich'],Kanton Zürich,"['2021-10-29', '03:01:49.789977']",cc-zero
449,Alterswohnung,"Kommunikation, Kommunikation, Gesundheits- und Umweltdepartement",geo_alterswohnung,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:10:16.121685']",cc-zero
450,Naturschulen,"Kommunikation, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_naturschulen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:18:31.686430']",cc-zero
451,Gemeinschaftszentrum,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_gemeinschaftszentrum,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:08:07.603853']",cc-zero
452,Quartierteams,"Sozialstatistik/Evaluation, Soziale Dienste, Sozialdepartement",geo_quartierteams,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:06:46.686900']",cc-zero
